fold,regime,val_start,val_end,val_rows,n_lated,run,n_features,seed,ll_all,ll_hard25,ll_hard10,ll_lated,fit_s
1,shock,2021-11-05,2022-02-02,47823,4273,RAC_full,54,45,0.3791031090876772,1.1734767744812424,1.796932613697929,0.5374909220052575,2.241954209006508
1,shock,2021-11-05,2022-02-02,47823,4273,RAC_full,54,46,0.3888525630452913,1.2113714957818413,1.8022097831262147,0.5393043995900415,2.291552832990419
2,normal,2022-02-03,2022-05-03,49966,1720,R0,50,42,0.26870690859987884,0.9293979658312981,1.6195925715268615,0.03985018816810857,2.2961776250012917
2,normal,2022-02-03,2022-05-03,49966,1720,R0,50,43,0.25281262939570626,0.8245595578862388,1.3804428589144042,0.10044643163373618,2.2234167919959873
2,normal,2022-02-03,2022-05-03,49966,1720,R0,50,44,0.2308532546117474,0.7552216580545412,1.2811867842809708,0.05085519589984759,2.2316010830109008
2,normal,2022-02-03,2022-05-03,49966,1720,R0,50,45,0.25801479564180574,0.8271192268422858,1.3480089267259614,0.08276152308008095,2.2331620000040857
2,normal,2022-02-03,2022-05-03,49966,1720,R0,50,46,0.2376802331443347,0.8015571524650413,1.403791581889065,0.03708429622566296,2.262421583000105
2,normal,2022-02-03,2022-05-03,49966,1720,RA_level,51,42,0.2641447236382348,0.8660484936397707,1.486083193932223,0.07078627319268585,2.32216608300223
2,normal,2022-02-03,2022-05-03,49966,1720,RA_level,51,43,0.2274686089468378,0.7703728163237458,1.3163141776920286,0.035246842362830794,2.277957124999375
2,normal,2022-02-03,2022-05-03,49966,1720,RA_level,51,44,0.23937390646875611,0.7715233609721497,1.281765345921222,0.08243150423757922,2.3938676670077257
2,normal,2022-02-03,2022-05-03,49966,1720,RA_level,51,45,0.2443115846741306,0.8100166165466114,1.3612864303865368,0.06321582533168439,2.238264749990776
2,normal,2022-02-03,2022-05-03,49966,1720,RA_level,51,46,0.2352848798798652,0.7990971518505314,1.369390402120884,0.04929749081633704,2.3554327500023646
2,normal,2022-02-03,2022-05-03,49966,1720,RA_delta,51,42,0.253627058114721,0.8809285462464573,1.5205931231435683,0.036239386684211554,2.2816437919973396
2,normal,2022-02-03,2022-05-03,49966,1720,RA_delta,51,43,0.2710053263190681,0.9216674385349437,1.5685255710434278,0.046500314577119596,2.2631086250039516
2,normal,2022-02-03,2022-05-03,49966,1720,RA_delta,51,44,0.23847894827244193,0.8247760116571472,1.4586781698590137,0.03252460484593358,2.264851041007205
2,normal,2022-02-03,2022-05-03,49966,1720,RA_delta,51,45,0.26005002611290423,0.859781022465253,1.4518025970277675,0.05323352754422273,2.3034885419911006
2,normal,2022-02-03,2022-05-03,49966,1720,RA_delta,51,46,0.273176190728462,0.9084335108087817,1.5117763959085342,0.06503936409906996,2.3030343749996973
2,normal,2022-02-03,2022-05-03,49966,1720,RA_both,52,42,0.25571195171764494,0.8549817115288991,1.4421071697932393,0.03668611445162329,2.2995724590000464
2,normal,2022-02-03,2022-05-03,49966,1720,RA_both,52,43,0.2462814460749266,0.8378806541161739,1.431732725671274,0.049965207533418175,2.361967791992356
2,normal,2022-02-03,2022-05-03,49966,1720,RA_both,52,44,0.3327922436442934,1.0296091801259601,1.6190070362264433,0.056971355970248126,2.665595124999527
2,normal,2022-02-03,2022-05-03,49966,1720,RA_both,52,45,0.2436111851076431,0.8309721150291223,1.4224182064957727,0.05855383782620161,2.9447704589983914
2,normal,2022-02-03,2022-05-03,49966,1720,RA_both,52,46,0.23884334700772905,0.8072202048949901,1.3627895459679384,0.031010634906477826,2.963972041994566
2,normal,2022-02-03,2022-05-03,49966,1720,RAC_full,54,42,0.24484511523237884,0.8269279922033005,1.399338674220623,0.048882768725559876,3.018431291988236
2,normal,2022-02-03,2022-05-03,49966,1720,RAC_full,54,43,0.25845895050255324,0.8504965305596441,1.3999543514042054,0.05376940291997613,3.027886000010767
2,normal,2022-02-03,2022-05-03,49966,1720,RAC_full,54,44,0.23125258337387378,0.7780173948182635,1.3142133511812775,0.029316448756573434,2.807927917005145
2,normal,2022-02-03,2022-05-03,49966,1720,RAC_full,54,45,0.23589091029379797,0.7799360087405398,1.2998221749321581,0.037890375544544885,2.846731166006066
2,normal,2022-02-03,2022-05-03,49966,1720,RAC_full,54,46,0.2599869595917615,0.7927262571971035,1.3461926251817657,0.029479571855214964,2.909463083007722
3,normal,2022-05-04,2022-08-01,53719,8321,R0,50,42,0.37661102227567017,1.3359997152105543,2.165629404574725,1.0794646495099927,2.5655871250055498
